VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseRupees,TotalSalesQuantity,TotalSalesRupees,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,48.22,1000,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,59.05,250,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,69.23,500,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,69.95,1000,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,77.36,100,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,114.64,500,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,121.86,1000,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,129.78,500,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,153.71,1000,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,167.57,1000,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,168.03,200,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,191.77,100,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,196.39,250,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,205.43,1000,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,206.3,100,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,214.44,1000,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,251.26,100,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,258.32,100,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,275.62,500,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,285.09,1000,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Milk 1kg,160.83,288.63,100,70,11258.1,1450,212650.15,3667.67,21265.02,15948.77,201392.05,94.7058113996157,20.7142857142857,18.8886357378243,160.83,Medium,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,16.66,1000,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,22.51,500,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,31.57,100,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,44.28,500,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,48.22,1000,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,59.05,250,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,69.23,500,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,69.95,1000,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,77.36,100,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,114.64,500,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,121.86,1000,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,129.78,500,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,153.71,1000,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,167.57,1000,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,168.03,200,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,191.77,100,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,196.39,250,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,205.43,1000,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,206.3,100,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,214.44,1000,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,251.26,100,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,258.32,100,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,275.62,500,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,285.09,1000,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 100g,216.47,288.63,100,50,10823.5,1450,212650.15,3667.67,21265.02,15948.77,201826.65,94.9101846389481,29,19.6470781170601,216.47,Small,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,30.2,100,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,31.06,500,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,40.29,1000,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,46.52,1000,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,56.25,100,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,73.19,500,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,76.47,500,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,79.87,1000,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,114.73,500,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,131.74,1000,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,148.64,500,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,158.21,1000,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,165.53,500,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,167.14,200,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,172.48,1000,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,176.96,1000,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,179.27,1000,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,214.2,250,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,237.1,100,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,256.32,100,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,274.68,1000,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1001,Nestle Suppliers,Nestle,Milk 200g,133.71,288.4,100,80,10696.8,1285,198505.3,3119.25,19850.53,15880.4,187808.5,94.6113277579994,16.0625,18.5574470869793,133.71,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,38.51,100,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,62.68,250,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,77.2,1000,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,92.2,1000,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,137.51,250,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,140.61,100,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,144.38,200,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,158.66,1000,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,176.11,500,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,195.96,1000,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,245.34,1000,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,247.47,200,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,283.13,100,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1004,Amul Wholesale,Amul,Butter 500g,132.08,298.7,1000,80,10566.4,840,154557.9,2298.46,15455.79,11591.72,143991.5,93.1634681889441,10.5,14.6272997425803,132.08,Medium,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,16.66,1000,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,22.51,500,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,31.57,100,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,44.28,500,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,48.22,1000,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,59.05,250,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,69.23,500,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,69.95,1000,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,77.36,100,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,114.64,500,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,121.86,1000,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,129.78,500,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,153.71,1000,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,167.57,1000,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,168.03,200,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,191.77,100,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,196.39,250,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,205.43,1000,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,206.3,100,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,214.44,1000,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,251.26,100,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,258.32,100,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,275.62,500,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,285.09,1000,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1002,Haldirams Distributors,Haldirams,Biscuits 500g,206.72,288.63,100,50,10336,1450,212650.15,3667.67,21265.02,15948.77,202314.15,95.1394344184568,29,20.5737374226006,206.72,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,30.2,100,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,31.06,500,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,40.29,1000,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,46.52,1000,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,56.25,100,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,73.19,500,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,76.47,500,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,79.87,1000,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,114.73,500,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,131.74,1000,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,148.64,500,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,158.21,1000,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,165.53,500,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,167.14,200,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,172.48,1000,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,176.96,1000,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,179.27,1000,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,214.2,250,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,237.1,100,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,256.32,100,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,274.68,1000,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1001,Nestle Suppliers,Nestle,Noodles 100g,205.06,288.4,100,50,10253,1285,198505.3,3119.25,19850.53,15880.4,188252.3,94.8348986147977,25.7,19.3607041841412,205.06,Small,0
1005,Tata Foods,Tata,Noodles 1kg,126.92,28.62,1000,80,10153.6,1200,170022.7,2691.86,17002.27,13601.85,159869.1,94.0280915430704,15,16.7450657894737,126.92,Medium,0
1005,Tata Foods,Tata,Noodles 1kg,126.92,54.47,1000,80,10153.6,1200,170022.7,2691.86,17002.27,13601.85,159869.1,94.0280915430704,15,16.7450657894737,126.92,Medium,0
1005,Tata Foods,Tata,Noodles 1kg,126.92,57.63,500,80,10153.6,1200,170022.7,2691.86,17002.27,13601.85,159869.1,94.0280915430704,15,16.7450657894737,126.92,Medium,0
1005,Tata Foods,Tata,Noodles 1kg,126.92,62.47,1000,80,10153.6,1200,170022.7,2691.86,17002.27,13601.85,159869.1,94.0280915430704,15,16.7450657894737,126.92,Medium,0
1005,Tata Foods,Tata,Noodles 1kg,126.92,81.49,200,80,10153.6,1200,170022.7,2691.86,17002.27,13601.85,159869.1,94.0280915430704,15,16.7450657894737,126.92,Medium,0
1005,Tata Foods,Tata,Noodles 1kg,126.92,91.19,250,80,10153.6,1200,170022.7,2691.86,17002.27,13601.85,159869.1,94.0280915430704,15,16.7450657894737,126.92,Medium,0
1005,Tata Foods,Tata,Noodles 1kg,126.92,91.48,200,80,10153.6,1200,170022.7,2691.86,17002.27,13601.85,159869.1,94.0280915430704,15,16.7450657894737,126.92,Medium,0
1005,Tata Foods,Tata,Noodles 1kg,126.92,116.68,1000,80,10153.6,1200,170022.7,2691.86,17002.27,13601.85,159869.1,94.0280915430704,15,16.7450657894737,126.92,Medium,0
